3743056030887809,0,5112585555,7,#FIBA##2014西班牙男篮世界杯#主题曲——&quot;Subelacopa&quot;Subelacopa-OfficialSong-2014FIBABasketballWorldCu篮球在这里汇聚！！,2014-08-13 10:39:23,55,6,7,3698202,370,3743056030887809,0
3743059793242853,+3743056030887809,2725524721,0,转发微博,2014-08-13 10:54:20,1,0,3,130462,28,3743056030887809,1
3743066786031188,+3743059793242853,2493721873,-1,//@加里纳利Gallinari:转发微博,2014-08-13 11:22:06,0,0,0,125,257,3743056030887809,2
3743123119339925,+3743056030887809,1914929154,220,转发微博,2014-08-13 15:05:58,0,0,0,1526,920,3743056030887809,1
3743766126916358,+3743056030887809,2841877911,5,2014西班牙男篮世界杯主题曲getthecup,2014-08-15 09:41:03,10,4,16,1255657,713,3743056030887809,1
3743766500429615,+3743766126916358,2634363971,220,//@CBA官网:2014西班牙男篮世界杯主题曲getthecup,2014-08-15 09:42:32,0,0,0,241,242,3743056030887809,2
3743766584612270,+3743766126916358,1908317564,-1,//@CBA官网:2014西班牙男篮世界杯主题曲getthecup,2014-08-15 09:42:52,0,0,0,866,1036,3743056030887809,2
3743766748003971,+3743766126916358,2643462321,220,//@CBA官网:2014西班牙男篮世界杯主题曲getthecup[飞机][围观][话筒],2014-08-15 09:43:31,0,0,0,1056,2510,3743056030887809,2
3743766848134769,+3743056030887809,1737961042,0,西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:43:55,33,38,54,5887420,1741,3743056030887809,1
3743767493907708,+3743766848134769,1947930384,0,不要紧，这次我们不去了，以后也不去了。//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:46:29,0,0,0,849,565,3743056030887809,2
3743767682685194,+3743056030887809,1697674224,3,转发微博,2014-08-15 09:47:14,2,0,0,1153873,197,3743056030887809,1
3743767964082377,+3743766848134769,2326263565,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:48:21,0,0,0,2104,5701,3743056030887809,2
3743768324526700,+3743766848134769,1944330773,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:49:47,0,0,0,324,502,3743056030887809,2
3743768437861621,+3743766848134769,2716030311,0,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:50:14,0,0,4,72624,725,3743056030887809,2
3743768559517167,+3743766848134769,3191036510,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:50:43,0,0,0,175,1408,3743056030887809,2
3743768648125632,+3743766848134769,2274589687,220,☁//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:51:04,0,0,0,834,2272,3743056030887809,2
3743768706874515,+3743767682685194,2927587627,220,一般般,2014-08-15 09:51:18,0,0,0,459,459,3743056030887809,1
3743768911903265,+3743766848134769,3616048545,4,坐看其他亚洲小伙伴的表现~//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:52:07,0,0,0,3320,317,3743056030887809,2
3743768962549037,+3743766848134769,1863871627,-1,加油吧//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:52:19,0,0,0,329,285,3743056030887809,2
3743769478236187,+3743766848134769,5196670155,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:54:22,0,0,0,1173,4682,3743056030887809,2
3743769579429775,+3743766126916358,2500936992,-1,//@CBA官网:2014西班牙男篮世界杯主题曲getthecup,2014-08-15 09:54:46,0,0,0,231,117,3743056030887809,2
3743770002996797,+3743766848134769,2179600514,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:56:25,0,0,0,478,930,3743056030887809,2
3743770766462212,+3743766848134769,3195148200,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 09:59:29,0,0,0,356,454,3743056030887809,2
3743770917273923,+3743766848134769,5041189723,-1,[挖鼻屎]//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 10:00:05,0,0,0,181,348,3743056030887809,2
3743772225909788,+3743056030887809,3316750345,-1,真不咋滴。,2014-08-15 10:05:17,0,0,1,157,181,3743056030887809,1
3743774494380287,+3743766848134769,3301794543,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 10:14:18,0,0,0,227,540,3743056030887809,2
3743775283127486,+3743766848134769,1863567991,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 10:17:26,0,0,0,1669,199,3743056030887809,2
3743775484152427,+3743766126916358,3912432031,220,//@CBA官网:2014西班牙男篮世界杯主题曲getthecup,2014-08-15 10:18:13,0,0,0,337,896,3743056030887809,2
3743775690214583,+3743766126916358,3972032446,-1,//@CBA官网:2014西班牙男篮世界杯主题曲getthecup,2014-08-15 10:19:02,0,0,0,146,369,3743056030887809,2
3743775727983708,+3743766848134769,1977014061,-1,//@中国篮球:西班牙世界杯主题曲，下一届，我们一定不缺席。[哼],2014-08-15 10:19:11,0,0,0,489,620,3743056030887809,2
